Timestamp,Average Bikes in Use,Average Temperature,Average Wind Speed,Normalised Average Bikes in Use,Normalised Average Temperature,Normalised Average Wind Speed
2018-12-29 00:00:04,14.35,8.45,3.1,0.038829895512949075,0.04644670094469784,0.03505562255590504
2018-12-29 00:20:04,14.35,8.45,3.1,0.038829895512949075,0.04644670094469784,0.03505562255590504
2018-12-29 00:40:03,14.22,8.68,3.1,0.03847812642467846,0.04771093067455353,0.03505562255590504
2018-12-29 01:00:05,14.22,8.68,3.1,0.03847812642467846,0.04771093067455353,0.03505562255590504
2018-12-29 01:20:03,14.04,8.26,1.5,0.03799106153322683,0.045402337254817064,0.01696239801092179
2018-12-29 01:40:03,13.89,8.35,2.1,0.03758517412368381,0.04589703584476059,0.02374735721529051
2018-12-29 02:00:06,13.89,8.35,2.1,0.03758517412368381,0.04589703584476059,0.02374735721529051
2018-12-29 02:20:03,13.96,8.65,2.6,0.037774588248137224,0.04754603114457236,0.029401489885597775
2018-12-29 02:40:04,14.07,8.66,2.6,0.038072239015135435,0.04760099765456608,0.029401489885597775
2018-12-29 03:00:04,14.09,8.66,2.6,0.03812635733640784,0.04760099765456608,0.029401489885597775
2018-12-29 03:20:04,14.07,8.76,3.6,0.038072239015135435,0.04815066275450333,0.0407097552262123
2018-12-29 03:40:03,14.09,8.76,3.1,0.03812635733640784,0.04815066275450333,0.03505562255590504
2018-12-29 04:00:05,14.09,8.76,3.1,0.03812635733640784,0.04815066275450333,0.03505562255590504
2018-12-29 04:20:04,13.96,8.76,2.6,0.037774588248137224,0.04815066275450333,0.029401489885597775
2018-12-29 04:40:03,14.0,8.97,3.6,0.03788282489068203,0.049304959464371564,0.0407097552262123
2018-12-29 05:00:05,14.0,8.97,3.6,0.03788282489068203,0.049304959464371564,0.0407097552262123
2018-12-29 05:20:04,13.83,9.08,4.1,0.0374228191598666,0.04990959107430254,0.04636388789651956
2018-12-29 05:40:04,13.83,9.08,4.1,0.0374228191598666,0.04990959107430254,0.04636388789651956
2018-12-29 06:00:04,13.54,9.19,5.28,0.03663810350141676,0.050514222684233515,0.05970764099844471
2018-12-29 06:20:04,13.5,9.23,4.6,0.036529866858871954,0.05073408872420842,0.05201802056682683
2018-12-29 06:40:04,13.5,9.34,4.6,0.036529866858871954,0.051338720334139394,0.05201802056682683
2018-12-29 07:00:05,13.5,9.34,4.6,0.036529866858871954,0.051338720334139394,0.05201802056682683
2018-12-29 07:20:04,13.46,9.22,5.66,0.036421630216327154,0.050679122214214695,0.06400478182787823
2018-12-29 07:40:04,13.5,9.34,6.2,0.036529866858871954,0.051338720334139394,0.07011124511181008
2018-12-29 08:00:05,13.5,9.34,6.2,0.036529866858871954,0.051338720334139394,0.07011124511181008
2018-12-29 08:20:03,13.46,9.3,4.63,0.036421630216327154,0.0511188542941645,0.05235726852704526
2018-12-29 08:40:04,13.7,9.16,5.7,0.03707105007159598,0.05034932315425234,0.06445711244150282
2018-12-29 09:00:05,13.7,9.16,5.7,0.03707105007159598,0.05034932315425234,0.06445711244150282
2018-12-29 09:20:03,13.78,9.49,5.14,0.037287523356685594,0.052163217984045274,0.05812448385075867
2018-12-29 09:40:03,14.33,9.18,5.1,0.03877577719167668,0.05045925617423979,0.05767215323713409
2018-12-29 10:00:05,14.59,9.57,5.45,0.039479315368217915,0.052602950063995076,0.06163004610634918
2018-12-29 10:20:03,14.46,9.84,5.66,0.039127546279947294,0.054087045833825655,0.06400478182787823
2018-12-29 10:40:03,14.52,10.2,5.7,0.039289901243764504,0.05606584019359977,0.06445711244150282
2018-12-29 11:00:06,14.52,10.2,5.7,0.039289901243764504,0.05606584019359977,0.06445711244150282
2018-12-29 11:20:03,14.76,10.4,6.23,0.03993932109903334,0.057165170393474275,0.07045049307202851
2018-12-29 11:40:04,14.63,10.72,6.7,0.03958755201076272,0.05892409871327348,0.07576537778211734
2018-12-29 12:00:04,14.63,10.72,6.7,0.03958755201076272,0.05892409871327348,0.07576537778211734
2018-12-29 12:20:04,14.85,10.9,6.8,0.04018285354475915,0.059913495893160536,0.07689620431617879
2018-12-29 12:40:03,14.89,11.38,6.2,0.04029109018730396,0.06255188837285935,0.07011124511181008
2018-12-29 13:00:06,14.59,11.38,6.2,0.039479315368217915,0.06255188837285935,0.07011124511181008
2018-12-29 13:20:03,14.61,11.59,6.3,0.03953343368949031,0.06370618508272757,0.07124207164587153
2018-12-29 13:40:04,14.43,11.72,6.2,0.03904636879803869,0.06442074971264601,0.07011124511181008
2018-12-29 14:00:05,14.48,11.72,6.5,0.0391816646012197,0.06442074971264601,0.07350372471399443
2018-12-29 14:20:04,14.22,11.72,6.68,0.03847812642467846,0.06442074971264601,0.07553921247530504
2018-12-29 14:40:04,14.15,11.72,5.41,0.03828871230022505,0.06442074971264601,0.0611777154927246
2018-12-29 15:20:04,13.87,11.89,6.17,0.03753105580241141,0.06535518038253935,0.06977199715159163
2018-12-29 15:40:03,13.87,11.89,6.17,0.03753105580241141,0.06535518038253935,0.06977199715159163
2018-12-29 16:00:05,13.87,11.89,6.17,0.03753105580241141,0.06535518038253935,0.06977199715159163
2018-12-29 16:20:03,13.85,11.59,4.1,0.037476937481139005,0.06370618508272757,0.04636388789651956
2018-12-29 16:40:04,13.48,11.53,3.6,0.03647574853759955,0.06337638602276523,0.0407097552262123
2018-12-29 17:00:05,13.48,11.53,3.6,0.03647574853759955,0.06337638602276523,0.0407097552262123
2018-12-29 17:20:03,13.63,11.28,4.1,0.036881635947142576,0.06200222327292209,0.04636388789651956
2018-12-29 17:40:03,13.46,11.0,4.6,0.036421630216327154,0.060463160993097786,0.05201802056682683
2018-12-29 18:00:05,13.46,11.0,4.6,0.036421630216327154,0.060463160993097786,0.05201802056682683
2018-12-29 18:20:03,13.46,11.0,4.6,0.036421630216327154,0.060463160993097786,0.05201802056682683
2018-12-29 18:40:03,13.2,10.11,4.35,0.03571809203978591,0.05557114160365624,0.04919095423167319
2018-12-29 19:00:05,13.2,10.11,4.35,0.03571809203978591,0.05557114160365624,0.04919095423167319
2018-12-29 19:20:04,13.07,9.81,3.99,0.035366322951515296,0.05392214630384449,0.04511997870905197
2018-12-29 19:40:04,13.09,9.78,4.1,0.03542044127278769,0.0537572467738633,0.04636388789651956
2018-12-29 20:00:05,13.02,9.56,3.77,0.03523102714833429,0.05254798355400135,0.04263216033411677
2018-12-29 20:20:04,12.91,9.34,3.6,0.03493337638133607,0.051338720334139394,0.0407097552262123
2018-12-29 20:40:03,12.87,8.82,3.46,0.03482513973879126,0.048480461814465685,0.03912659807852627
2018-12-29 21:00:04,12.87,8.82,3.46,0.03482513973879126,0.048480461814465685,0.03912659807852627
2018-12-29 21:20:03,13.11,8.48,2.46,0.035474559594060096,0.04661160047467903,0.02781833273791174
2018-12-29 21:40:04,13.13,8.05,1.88,0.035528677915332506,0.04424804054494884,0.02125953884035531
2018-12-29 22:00:05,12.89,7.9,1.96,0.034879258060063666,0.04342354289504296,0.022164200067604476
2018-12-29 22:20:03,12.85,7.77,2.1,0.03477102141751886,0.04270897826512453,0.02374735721529051
